MODIFIER_PATH	MODIFIER_CD	NAME_CHAR	VALTYPE_CD	STD_UNITS	VISIT_IND
\Events\Adverse Events\Hearing losses\	MDR:10011879	Hearing losses	T		N
\Events\Adverse Events\Hearing losses\Deafness transitory\	MDR:10011900	Deafness transitory	T		N
\Events\Adverse Events\Death and sudden death\Death\	MDR:10011906	Death	T		N
\Events\Adverse Events\Death and sudden death\	MDR:10011907	Death and sudden death	T		N
\Events\Adverse Events\Death and sudden death\Death neonatal\	MDR:10011912	Death neonatal	T		N
\Events\Adverse Events\Decreased physical activity levels\Decreased activity\	MDR:10011953	Decreased activity	T		N
\Events\Adverse Events\Immune and associated conditions NEC\Decreased immune responsiveness\	MDR:10011968	Decreased immune responsiveness	T		N
\Events\Adverse Events\Mood alterations with depressive symptoms\Decreased interest\	MDR:10011971	Decreased interest	T		N
\Events\Adverse Events\Decreased physical activity levels\	MDR:10011975	Decreased physical activity levels	T		N
\Events\Adverse Events\Gastrointestinal spastic and hypermotility disorders\Defaecation urgency\	MDR:10012110	Defaecation urgency	T		N
\Events\Adverse Events\Extremity deformities\	MDR:10012139	Extremity deformities	T		N
\Events\Adverse Events\Spine and neck deformities\	MDR:10012140	Spine and neck deformities	T		N
\Events\Adverse Events\Total fluid volume decreased\Dehydration\	MDR:10012174	Dehydration	T		N
\Events\Adverse Events\Deliria\Delirium\	MDR:10012218	Delirium	T		N
\Events\Adverse Events\Deliria\	MDR:10012219	Deliria	T		N
\Events\Adverse Events\Delusional symptoms\Delusion\	MDR:10012239	Delusion	T		N
\Events\Adverse Events\Delusional symptoms\	MDR:10012259	Delusional symptoms	T		N
\Events\Adverse Events\Demyelinating disorders NEC\	MDR:10012302	Demyelinating disorders NEC	T		N
\Events\Adverse Events\Demyelinating disorders NEC\Demyelination\	MDR:10012305	Demyelination	T		N
\Events\Adverse Events\Flaviviral infections\Dengue fever\	MDR:10012310	Dengue fever	T		N
\Events\Adverse Events\Dental and gingival therapeutic procedures\	MDR:10012317	Dental and gingival therapeutic procedures	T		N
\Events\Adverse Events\Dental and periodontal infections and inflammations\Dental caries\	MDR:10012318	Dental caries	T		N
\Events\Adverse Events\Dental developmental disorders and anomalies\	MDR:10012321	Dental developmental disorders and anomalies	T		N
\Events\Adverse Events\Dental and periodontal infections and inflammations\	MDR:10012325	Dental and periodontal infections and inflammations	T		N
\Events\Adverse Events\Dental and oral soft tissue infections\	MDR:10012326	Dental and oral soft tissue infections	T		N
\Events\Adverse Events\Disturbances in consciousness NEC\Depressed level of consciousness\	MDR:10012373	Depressed level of consciousness	T		N
\Events\Adverse Events\Mood alterations with depressive symptoms\Depressed mood\	MDR:10012374	Depressed mood	T		N
\Events\Adverse Events\Depressive disorders\Depression\	MDR:10012378	Depression	T		N
\Events\Adverse Events\Depressive disorders\Depression suicidal\	MDR:10012397	Depression suicidal	T		N
\Events\Adverse Events\Depressive disorders\	MDR:10012401	Depressive disorders	T		N
\Events\Adverse Events\Dermal and epidermal conditions NEC\	MDR:10012424	Dermal and epidermal conditions NEC	T		N
\Events\Adverse Events\Skin cysts and polyps\Dermal cyst\	MDR:10012426	Dermal cyst	T		N
\Events\Adverse Events\Dermatitis and eczema\Dermatitis\	MDR:10012431	Dermatitis	T		N
\Events\Adverse Events\Acnes\Dermatitis acneiform\	MDR:10012432	Dermatitis acneiform	T		N
\Events\Adverse Events\Dermatitis and eczema\Dermatitis allergic\	MDR:10012434	Dermatitis allergic	T		N
\Events\Adverse Events\Allergic conditions NEC\Dermatitis allergic\	MDR:10012434	Dermatitis allergic	T		N
\Events\Adverse Events\Dermatitis and eczema\	MDR:10012435	Dermatitis and eczema	T		N
\Events\Adverse Events\Dermatitis ascribed to specific agent\	MDR:10012437	Dermatitis ascribed to specific agent	T		N
\Events\Adverse Events\Atopic disorders\Dermatitis atopic\	MDR:10012438	Dermatitis atopic	T		N
\Events\Adverse Events\Bullous conditions\Dermatitis bullous\	MDR:10012441	Dermatitis bullous	T		N
\Events\Adverse Events\Dermatitis and eczema\Dermatitis contact\	MDR:10012442	Dermatitis contact	T		N
\Events\Adverse Events\Dermatitis and eczema\Dermatitis diaper\	MDR:10012444	Dermatitis diaper	T		N
\Events\Adverse Events\Skin structures and soft tissue infections\Dermatitis infected\	MDR:10012470	Dermatitis infected	T		N
\Events\Adverse Events\Skin autoimmune disorders NEC\Dermatomyositis\	MDR:10012503	Dermatomyositis	T		N
\Events\Adverse Events\Skin and subcutaneous tissue disorders congenital NEC\Dermoid cyst\	MDR:10012522	Dermoid cyst	T		N
\Events\Adverse Events\General signs and symptoms NEC\Developmental delay\	MDR:10012559	Developmental delay	T		N
\Events\Adverse Events\Device malfunction events\	MDR:10012581	Device malfunction events	T		N
\Events\Adverse Events\Device related complications\	MDR:10012590	Device related complications	T		N
\Events\Adverse Events\Diabetes mellitus (incl subtypes)\Diabetes mellitus\	MDR:10012601	Diabetes mellitus	T		N
\Events\Adverse Events\Diabetes mellitus (incl subtypes)\	MDR:10012602	Diabetes mellitus (incl subtypes)	T		N
\Events\Adverse Events\Diabetic complications NEC\	MDR:10012655	Diabetic complications NEC	T		N
\Events\Adverse Events\Diabetic complications NEC\Diabetic ketoacidosis\	MDR:10012671	Diabetic ketoacidosis	T		N
\Events\Adverse Events\Chronic polyneuropathies\Diabetic neuropathy\	MDR:10012680	Diabetic neuropathy	T		N
\Events\Adverse Events\Muscle weakness conditions\Diaphragm muscle weakness\	MDR:10012708	Diaphragm muscle weakness	T		N
\Events\Adverse Events\Diaphragmatic hernias\	MDR:10012714	Diaphragmatic hernias	T		N
\Events\Adverse Events\Diarrhoea (excl infective)\Diarrhoea\	MDR:10012735	Diarrhoea	T		N
\Events\Adverse Events\Diarrhoea (excl infective)\	MDR:10012736	Diarrhoea (excl infective)	T		N
\Events\Adverse Events\Gastrointestinal haemorrhages\Diarrhoea haemorrhagic\	MDR:10012741	Diarrhoea haemorrhagic	T		N
\Events\Adverse Events\Appetite disorders\Diet refusal\	MDR:10012775	Diet refusal	T		N
\Events\Adverse Events\White blood cell analyses\Differential white blood cell count\	MDR:10012784	Differential white blood cell count	T		N
\Events\Adverse Events\White blood cell analyses\Differential white blood cell count abnormal\	MDR:10012785	Differential white blood cell count abnormal	T		N
\Events\Adverse Events\White blood cell analyses\Differential white blood cell count normal\	MDR:10012787	Differential white blood cell count normal	T		N
\Events\Adverse Events\Digestive enzymes\	MDR:10012981	Digestive enzymes	T		N
\Events\Adverse Events\Paralysis and paresis (excl cranial nerve)\Diplegia\	MDR:10013033	Diplegia	T		N
\Events\Adverse Events\Neurologic visual problems NEC\Diplopia\	MDR:10013036	Diplopia	T		N
\Events\Adverse Events\Visual disorders NEC\Diplopia\	MDR:10013036	Diplopia	T		N
\Events\Adverse Events\Disability issues\Disability\	MDR:10013050	Disability	T		N
\Events\Adverse Events\Pain and discomfort NEC\Discomfort\	MDR:10013082	Discomfort	T		N
\Events\Adverse Events\Bursal disorders\	MDR:10013297	Bursal disorders	T		N
\Events\Adverse Events\Female gonadal function disorders\	MDR:10013307	Female gonadal function disorders	T		N
\Events\Adverse Events\Lactation disorders\	MDR:10013316	Lactation disorders	T		N
\Events\Adverse Events\Ovarian and fallopian tube disorders NEC\	MDR:10013342	Ovarian and fallopian tube disorders NEC	T		N
\Events\Adverse Events\Pelvis and broad ligament disorders NEC\	MDR:10013344	Pelvis and broad ligament disorders NEC	T		N
\Events\Adverse Events\Sexual function and fertility disorders NEC\	MDR:10013357	Sexual function and fertility disorders NEC	T		N
\Events\Adverse Events\Synovial disorders\	MDR:10013360	Synovial disorders	T		N
\Events\Adverse Events\Tympanic membrane disorders (excl infections)\	MDR:10013372	Tympanic membrane disorders (excl infections)	T		N
\Events\Adverse Events\Uterine tone disorders\	MDR:10013375	Uterine tone disorders	T		N
\Events\Adverse Events\Uterine disorders NEC\	MDR:10013376	Uterine disorders NEC	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Disorientation\	MDR:10013395	Disorientation	T		N
\Events\Adverse Events\Dissociative states\Dissociation\	MDR:10013457	Dissociation	T		N
\Events\Adverse Events\Dissociative states\Dissociative disorder\	MDR:10013462	Dissociative disorder	T		N
\Events\Adverse Events\Dissociative states\	MDR:10013470	Dissociative states	T		N
\Events\Adverse Events\Mental impairment (excl dementia and memory loss)\Disturbance in attention\	MDR:10013496	Disturbance in attention	T		N
\Events\Adverse Events\Disturbances in consciousness NEC\	MDR:10013509	Disturbances in consciousness NEC	T		N
\Events\Adverse Events\Disturbances in initiating and maintaining sleep\	MDR:10013510	Disturbances in initiating and maintaining sleep	T		N
\Events\Adverse Events\Abdominal and gastrointestinal infections\Diverticulitis\	MDR:10013538	Diverticulitis	T		N
\Events\Adverse Events\Cardiac signs and symptoms NEC\Dizziness\	MDR:10013573	Dizziness	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Dizziness\	MDR:10013573	Dizziness	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Dizziness postural\	MDR:10013578	Dizziness postural	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Drooling\	MDR:10013642	Drooling	T		N
\Events\Adverse Events\Chest and lung injuries NEC\Drowning\	MDR:10013647	Drowning	T		N
\Events\Adverse Events\Substance-related disorders\Drug abuse\	MDR:10013654	Drug abuse	T		N
\Events\Adverse Events\Maladministrations\Drug administered at inappropriate site\	MDR:10013659	Drug administered at inappropriate site	T		N
\Events\Adverse Events\Substance-related disorders\Drug dependence\	MDR:10013663	Drug dependence	T		N
\Events\Adverse Events\Therapeutic and nontherapeutic responses\Drug effect decreased\	MDR:10013678	Drug effect decreased	T		N
\Events\Adverse Events\Dermatitis ascribed to specific agent\Drug eruption\	MDR:10013687	Drug eruption	T		N
\Events\Adverse Events\Allergies to foods, food additives, drugs and other chemicals\Drug hypersensitivity\	MDR:10013700	Drug hypersensitivity	T		N
\Events\Adverse Events\Therapeutic and nontherapeutic responses\Drug ineffective\	MDR:10013709	Drug ineffective	T		N
\Events\Adverse Events\Lacrimal disorders\Dry eye\	MDR:10013774	Dry eye	T		N
\Events\Adverse Events\Oral dryness and saliva altered\Dry mouth\	MDR:10013781	Dry mouth	T		N
\Events\Adverse Events\Dermal and epidermal conditions NEC\Dry skin\	MDR:10013786	Dry skin	T		N
\Events\Adverse Events\Upper respiratory tract signs and symptoms\Dry throat\	MDR:10013789	Dry throat	T		N
\Events\Adverse Events\Oral dryness and saliva altered\Dry throat\	MDR:10013789	Dry throat	T		N
\Events\Adverse Events\Duodenal and small intestinal stenosis and obstruction\	MDR:10013811	Duodenal and small intestinal stenosis and obstruction	T		N
\Events\Adverse Events\Speech articulation and rhythm disturbances\Dysarthria\	MDR:10013887	Dysarthria	T		N
\Events\Adverse Events\Menstruation and uterine bleeding NEC\Dysfunctional uterine bleeding\	MDR:10013908	Dysfunctional uterine bleeding	T		N
\Events\Adverse Events\Taste disorders\Dysgeusia\	MDR:10013911	Dysgeusia	T		N
\Events\Adverse Events\General signs and symptoms NEC\Dyshidrosis\	MDR:10013912	Dyshidrosis	T		N
\Events\Adverse Events\Apocrine and eccrine gland disorders\Dyshidrosis\	MDR:10013912	Dyshidrosis	T		N
\Events\Adverse Events\Dyskinesias and movement disorders NEC\Dyskinesia\	MDR:10013916	Dyskinesia	T		N
\Events\Adverse Events\Dyskinesias and movement disorders NEC\	MDR:10013929	Dyskinesias and movement disorders NEC	T		N
\Events\Adverse Events\Menstruation and uterine bleeding NEC\Dysmenorrhoea\	MDR:10013935	Dysmenorrhoea	T		N
\Events\Adverse Events\Sexual dysfunction NEC\Dyspareunia\	MDR:10013941	Dyspareunia	T		N
\Events\Adverse Events\Dyspeptic signs and symptoms\Dyspepsia\	MDR:10013946	Dyspepsia	T		N
\Events\Adverse Events\Dyspeptic signs and symptoms\	MDR:10013949	Dyspeptic signs and symptoms	T		N
\Events\Adverse Events\Gastrointestinal signs and symptoms NEC\Dysphagia\	MDR:10013950	Dysphagia	T		N
\Events\Adverse Events\Speech articulation and rhythm disturbances\Dysphasia\	MDR:10013951	Dysphasia	T		N
\Events\Adverse Events\Speech and language abnormalities\Dysphonia\	MDR:10013952	Dysphonia	T		N
\Events\Adverse Events\Upper respiratory tract signs and symptoms\Dysphonia\	MDR:10013952	Dysphonia	T		N
\Events\Adverse Events\Emotional and mood disturbances NEC\Dysphoria\	MDR:10013954	Dysphoria	T		N
\Events\Adverse Events\Skin neoplasms malignant and unspecified (excl melanoma)\Dysplastic naevus syndrome\	MDR:10013960	Dysplastic naevus syndrome	T		N
\Events\Adverse Events\Dyspnoeas\Dyspnoea\	MDR:10013968	Dyspnoea	T		N
\Events\Adverse Events\Dyspnoeas\Dyspnoea exertional\	MDR:10013971	Dyspnoea exertional	T		N
\Events\Adverse Events\Dyspnoeas\	MDR:10013975	Dyspnoeas	T		N
\Events\Adverse Events\Dyssomnias\	MDR:10013980	Dyssomnias	T		N
\Events\Adverse Events\Depressive disorders\Dysthymic disorder\	MDR:10013982	Dysthymic disorder	T		N
\Events\Adverse Events\Dystonias\Dystonia\	MDR:10013983	Dystonia	T		N
\Events\Adverse Events\Dystonias\	MDR:10013985	Dystonias	T		N
\Events\Adverse Events\Bladder and urethral symptoms\Dysuria\	MDR:10013990	Dysuria	T		N
\Events\Adverse Events\Ear disorders NEC\Ear disorder\	MDR:10014004	Ear disorder	T		N
\Events\Adverse Events\Ear disorders NEC\Ear infection\	MDR:10014011	Ear infection	T		N
\Events\Adverse Events\Ear infections\Ear infection\	MDR:10014011	Ear infection	T		N
\Events\Adverse Events\Ear infections\	MDR:10014013	Ear infections	T		N
\Events\Adverse Events\Skin and subcutaneous tissue infections NEC\Ear lobe infection\	MDR:10014014	Ear lobe infection	T		N
\Events\Adverse Events\Ear disorders NEC\Ear pain\	MDR:10014020	Ear pain	T		N
\Events\Adverse Events\Social issues\Ear piercing\	MDR:10014021	Ear piercing	T		N
\Events\Adverse Events\Eating disorders NEC\Eating disorder\	MDR:10014062	Eating disorder	T		N
\Events\Adverse Events\Eating disorders NEC\	MDR:10014068	Eating disorders NEC	T		N
\Events\Adverse Events\Purpura and related conditions\Ecchymosis\	MDR:10014080	Ecchymosis	T		N
\Events\Adverse Events\Cardiac function diagnostic procedures\Echocardiogram\	MDR:10014113	Echocardiogram	T		N
\Events\Adverse Events\Cardiac function diagnostic procedures\Echocardiogram normal\	MDR:10014115	Echocardiogram normal	T		N
\Events\Adverse Events\Hypertension associated disorders of pregnancy\Eclampsia\	MDR:10014129	Eclampsia	T		N
\Events\Adverse Events\Seizures and seizure disorders NEC\Eclampsia\	MDR:10014129	Eclampsia	T		N
\Events\Adverse Events\Ectoparasitic infestations\	MDR:10014143	Ectoparasitic infestations	T		N
\Events\Adverse Events\Maternal complications of pregnancy NEC\Ectopic pregnancy\	MDR:10014166	Ectopic pregnancy	T		N
\Events\Adverse Events\Cervix disorders NEC\Ectropion of cervix\	MDR:10014181	Ectropion of cervix	T		N
\Events\Adverse Events\Dermatitis and eczema\Eczema\	MDR:10014184	Eczema	T		N
\Events\Adverse Events\Skin structures and soft tissue infections\Eczema infected\	MDR:10014199	Eczema infected	T		N
\Events\Adverse Events\Educational issues\	MDR:10014268	Educational issues	T		N
\Events\Adverse Events\Educational issues\Educational problem\	MDR:10014270	Educational problem	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram\	MDR:10014362	Electrocardiogram	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram abnormal\	MDR:10014363	Electrocardiogram abnormal	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram ambulatory\	MDR:10014368	Electrocardiogram ambulatory	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram ambulatory abnormal\	MDR:10014369	Electrocardiogram ambulatory abnormal	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram ambulatory normal\	MDR:10014370	Electrocardiogram ambulatory normal	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram normal\	MDR:10014373	Electrocardiogram normal	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram QRS complex\	MDR:10014377	Electrocardiogram QRS complex	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram QT interval\	MDR:10014385	Electrocardiogram QT interval	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram QT prolonged\	MDR:10014387	Electrocardiogram QT prolonged	T		N
\Events\Adverse Events\ECG investigations\Electrocardiogram ST segment abnormal\	MDR:10014390	Electrocardiogram ST segment abnormal	T		N
